@relation '???1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,1'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric
@attribute A59 numeric
@attribute A60 numeric
@attribute A61 numeric
@attribute A62 numeric
@attribute A63 numeric
@attribute A64 numeric
@attribute A65 numeric
@attribute A66 numeric
@attribute A67 numeric
@attribute A68 numeric
@attribute A69 numeric
@attribute A70 numeric
@attribute A71 numeric
@attribute A72 numeric
@attribute A73 numeric
@attribute A74 numeric
@attribute A75 numeric
@attribute A76 numeric
@attribute A77 numeric
@attribute A78 numeric
@attribute A79 numeric
@attribute A80 numeric
@attribute A81 numeric
@attribute A82 numeric
@attribute A83 numeric
@attribute A84 numeric
@attribute A85 numeric
@attribute A86 numeric
@attribute A87 numeric
@attribute A88 numeric
@attribute A89 numeric
@attribute A90 numeric
@attribute A91 numeric
@attribute A92 numeric
@attribute A93 numeric
@attribute A94 numeric
@attribute A95 numeric
@attribute A96 numeric
@attribute A97 numeric
@attribute A98 numeric
@attribute A99 numeric
@attribute A100 numeric
@attribute A101 numeric
@attribute A102 numeric
@attribute A103 numeric
@attribute A104 numeric
@attribute A105 numeric
@attribute A106 numeric
@attribute A107 numeric
@attribute A108 numeric
@attribute A109 numeric
@attribute A110 numeric
@attribute A111 numeric
@attribute A112 numeric
@attribute A113 numeric
@attribute A114 numeric
@attribute A115 numeric
@attribute A116 numeric
@attribute A117 numeric
@attribute A118 numeric
@attribute A119 numeric
@attribute A120 numeric
@attribute A121 numeric
@attribute A122 numeric
@attribute A123 numeric
@attribute A124 numeric
@attribute A125 numeric
@attribute A126 numeric
@attribute A127 numeric
@attribute A128 numeric
@attribute A129 numeric
@attribute A130 numeric
@attribute A131 numeric
@attribute A132 numeric
@attribute A133 numeric
@attribute A134 numeric
@attribute A135 numeric
@attribute A136 numeric
@attribute A137 numeric
@attribute A138 numeric
@attribute A139 numeric
@attribute A140 numeric
@attribute A141 numeric
@attribute A142 numeric
@attribute A143 numeric
@attribute A144 numeric
@attribute A145 numeric
@attribute A146 numeric
@attribute A147 numeric
@attribute A148 numeric
@attribute A149 numeric
@attribute A150 numeric
@attribute A151 numeric
@attribute A152 numeric
@attribute A153 numeric
@attribute A154 numeric
@attribute A155 numeric
@attribute A156 numeric
@attribute A157 numeric
@attribute A158 numeric
@attribute A159 numeric
@attribute A160 numeric
@attribute A161 numeric
@attribute A162 numeric
@attribute A163 numeric
@attribute A164 numeric
@attribute A165 numeric
@attribute A166 numeric
@attribute A167 numeric
@attribute A168 numeric
@attribute A169 numeric
@attribute A170 numeric
@attribute A171 numeric
@attribute A172 numeric
@attribute A173 numeric
@attribute A174 numeric
@attribute A175 numeric
@attribute A176 numeric
@attribute A177 numeric
@attribute A178 numeric
@attribute A179 numeric
@attribute A180 numeric
@attribute A181 numeric
@attribute A182 numeric
@attribute A183 numeric
@attribute A184 numeric
@attribute A185 numeric
@attribute A186 numeric
@attribute A187 numeric
@attribute A188 numeric
@attribute A189 numeric
@attribute A190 numeric
@attribute A191 numeric
@attribute A192 numeric
@attribute A193 numeric
@attribute A194 numeric
@attribute A195 numeric
@attribute A196 numeric
@attribute A197 numeric
@attribute A198 numeric
@attribute A199 numeric
@attribute A200 numeric
@attribute A201 numeric
@attribute A202 numeric
@attribute A203 numeric
@attribute A204 numeric
@attribute A205 numeric
@attribute A206 numeric
@attribute A207 numeric
@attribute A208 numeric
@attribute A209 numeric
@attribute A210 numeric
@attribute type0 {0,3}

@data
0.098992,0.191866,0.397158,2.528956,4.294838,2.321215,4.738183,0.132422,0.233188,1.359686,4.797496,2.855799,1.011389,1.032317,0.245573,0.78948,5.023964,5.112142,13.412499,6.745333,10.03213,0.320301,0.34267,1.108276,2.464048,2.130832,3.221248,0.700313,0.043103,0.149737,0.491849,0.832379,1.111816,1.218432,0.192714,0.163765,0.028372,0.148616,0.11739,0.673409,0.85878,0.240896,-0.560539,0.406699,-0.121388,-0.97914,-0.756992,0.380066,0.987749,0.022387,0.118357,0.025595,0.216443,0.994162,0.972015,0.991607,0.62957,-0.809089,0.959332,-0.021028,-0.732049,0.177909,0.963264,-0.821667,0.928528,0.992086,0.985566,0.966923,0.991606,0.457177,-0.967686,0.284214,-0.836559,-0.341939,-0.907601,-0.99869,-0.987048,0.838722,0.24355,-0.898461,-0.495629,-0.981488,-0.984127,-0.311165,0.0035,0.004308,0.00929,0.381458,5.493411,11.452036,3.845281,2.673989,2.509399,1.578937,0.227929,4.924138,6.145286,6.351653,7.431418,8.516887,4.139286,2.604729,15.550697,48.412776,12.715632,0.016973,0.017466,0.059609,0.856543,1.496776,0.172691,1.382467,0.000177,0.00171,0.00964,0.13538,0.114411,0.119379,0.348015,0.00339,0.000088,0.001293,0.008154,0.012546,0.256065,0.610909,0.453184,0.720545,1.645078,0.720545,0.165427,0.444839,0.444839,0.168661,0.165427,0.444839,0.444839,0.720545,0.444839,0.165427,0.168661,0.165427,0.720545,0.992339,0.165427,0.894778,0.444839,0.777021,0.480433,1.068731,0.480433,0.777021,0.777021,0.480433,0.668913,1.397057,1.068731,0.480433,0.777021,0.777021,0.179256,0.480433,0.480433,0.480433,0.777021,0.777021,0.668913,0.179256,0.009719,0.004145,0.016412,-0.01798,0.037964,0.361864,0.650914,0.240237,0.255216,0.25307,0.223379,0.004265,-0.447154,-0.344965,0.398938,0.430326,0.444066,0.444886,-0.210409,0.596154,1.409086,0.050427,0.0184,0.006061,0.049493,-0.16239,-0.2815,0.072301,-0.007017,-0.001542,0.003826,0.016179,-0.071378,-0.083163,0.074638,-0.027365,-0.004397,-0.001927,0.003087,0.020047,-0.000554,-0.090304,3
0.315336,0.244792,0.77923,2.318213,5.585063,2.282471,4.056727,0.145077,0.218998,0.692089,3.518084,3.375233,1.13597,1.317862,0.259199,0.715791,3.478004,4.583104,11.277572,6.535591,9.01971,0.200719,0.28411,0.417239,2.329407,1.560314,3.364302,1.35092,0.172436,0.186723,0.396716,0.768631,0.704687,1.228899,0.326971,0.037681,0.112084,0.363831,0.44996,0.751817,0.987011,0.518837,0.6949,0.573106,0.930484,-0.895626,-0.884831,0.325847,0.955611,0.762454,0.863965,0.957493,-0.099654,0.963241,0.9829,0.998245,0.830724,0.77963,0.97167,0.527206,-0.732477,0.462853,0.940898,0.981193,0.93769,0.66741,0.938609,0.556415,0.990246,0.978347,0.883387,-0.952367,-0.616925,-0.703949,-0.142929,-0.992005,-0.961232,0.799156,-0.990822,-0.997162,-0.905214,-0.901751,-0.994588,-0.883637,0.009974,0.001471,0.02783,0.224401,3.826276,12.206483,6.181253,1.844697,1.999551,1.723862,0.227566,1.931317,3.181518,3.389663,6.711363,7.943731,5.547693,1.136242,6.908593,37.086855,16.77823,0.010325,0.014698,0.048954,0.212593,1.436636,0.128496,0.891446,0.001105,0.000871,0.005769,0.086048,0.145896,0.024112,0.238985,0.000079,0.00108,0.004524,0.045086,0.017078,0.123352,0.533,0.672361,1.336881,0.414579,0.926937,0.153742,0.672361,0.153742,0.153742,0.153742,0.153742,1.070215,0.838048,0.153742,0.153742,0.153742,0.153742,1.070215,0.926937,0.414579,0.414579,0.414579,0.444839,0.444839,1.291296,0.444839,0.720545,0.444839,0.444839,0.992339,0.444839,0.992339,0.444839,0.720545,0.720545,0.444839,0.992339,1.028045,0.720545,0.894778,0.992339,0.165427,0.165427,-0.048536,0.006362,-0.00896,0.005709,-0.072271,0.290484,0.629822,0.184223,0.20386,0.214979,0.205673,0.111598,-0.280393,-0.244266,0.354739,0.392719,0.40803,0.44746,-0.040231,0.211173,1.204109,0.036576,0.009139,0.011781,0.048527,-0.031392,-0.262297,-0.038863,0.018184,-0.000432,0.001391,0.014601,-0.049232,-0.083815,0.027076,0.00541,-0.000486,-0.002242,-0.010912,0.044357,0.029848,-0.056807,3
0.151974,0.276366,0.717256,3.219623,3.296406,1.592966,3.493135,0.110446,0.212652,1.665846,4.717006,2.122629,1.160778,1.324181,0.261313,0.985088,4.514333,4.751817,9.937201,4.689201,6.833409,0.197736,0.186334,1.43105,1.876494,1.992264,2.637701,0.690011,0.213428,0.160796,0.458812,0.517447,1.113787,1.124785,0.175638,0.334364,0.166956,0.211749,0.220863,0.606476,0.623882,0.227019,-0.603185,0.617558,-0.762217,-0.993106,-0.628784,0.466862,0.996896,0.368288,0.955811,-0.38509,0.681871,0.993249,0.952436,0.988432,0.317392,0.587093,0.878344,-0.597524,-0.5981,0.213611,0.979733,0.808407,-0.659321,0.993661,0.979583,0.988866,0.990924,0.275838,-0.902495,0.586456,-0.830229,0.512177,-0.920459,-0.997635,-0.990152,-0.981954,-0.986824,-0.874826,0.34206,-0.967513,-0.979633,-0.141379,0.010151,0.021584,0.049086,0.655648,6.233916,10.339334,4.537169,2.488259,2.338168,1.322188,0.344083,4.399799,4.43078,4.94931,7.894194,7.549405,2.161356,2.228228,18.360763,38.548791,13.648672,0.024848,0.023301,0.064702,1.101839,1.163122,0.123067,1.075564,0.011153,0.000302,0.027615,0.172181,0.07505,0.144399,0.380032,0.019844,0.000327,0.010646,0.015223,0.011665,0.191656,0.432851,0.453184,0.444839,0.992339,0.444839,0.165427,0.444839,0.165427,0.168661,0.165427,0.444839,0.444839,0.894778,0.444839,0.165427,0.168661,0.622984,0.444839,0.992339,0.444839,0.720545,0.444839,0.490342,0.668913,1.068731,0.777021,0.777021,0.777021,0.480433,0.183122,1.528063,0.480433,0.777021,0.777021,0.480433,0.179256,0.490342,0.960623,0.668913,0.777021,0.480433,0.179256,0.179256,-0.001057,-0.023229,-0.004258,-0.052587,0.087117,0.411079,0.58388,0.240628,0.245338,0.241799,0.217349,-0.049391,-0.4243,-0.269091,0.430084,0.425346,0.467844,0.270634,-0.094341,0.729059,1.174392,0.049219,0.017717,0.026503,0.014502,-0.201072,-0.233627,0.060749,0.0383,0.016899,-0.000688,-0.015537,-0.080524,-0.066356,0.080037,-0.059638,-0.017465,-0.000958,0.017966,0.028041,-0.011037,-0.076036,3
0.100661,0.127468,0.417257,2.800127,4.647999,2.078204,4.114214,0.187877,0.311668,1.3815,5.316412,3.301567,1.876817,1.061273,0.091618,0.603329,4.155562,4.326683,11.922387,5.882225,8.524393,0.625134,0.33966,0.968641,2.506599,2.041318,3.204478,0.673246,0.200285,0.040703,0.403833,0.738339,1.037551,1.265011,0.217991,0.184394,0.05494,0.312095,0.206164,0.7206,0.882924,0.35831,-0.709548,0.458914,0.341597,-0.970188,-0.743952,0.190564,0.943528,0.328307,-0.068429,0.488954,0.199139,0.989496,0.984745,0.99064,-0.5761,-0.778302,0.948736,0.042485,-0.663054,0.057823,0.894768,0.983711,0.841897,0.943362,0.990142,0.963071,0.994508,0.500174,-0.978347,0.374761,-0.747668,-0.318276,-0.827088,-0.993856,-0.886402,-0.997161,-0.170241,-0.922185,-0.445492,-0.94718,-0.977768,-0.042834,0.000878,0.000335,0.013437,0.334298,5.813887,12.116849,5.220272,3.08337,2.953297,1.924168,0.246558,5.802379,5.777356,4.813111,6.321448,6.904443,3.701174,1.963869,13.170505,39.769455,12.90287,0.03994,0.012926,0.053801,0.759026,1.531858,0.134701,1.083763,0.008474,0.00169,0.006532,0.116187,0.109105,0.107663,0.337,0.003647,0.000079,0.007981,0.03768,0.004033,0.180865,0.548667,0.707799,1.322427,0.958421,0.707799,0.162326,0.695538,0.15935,0.162326,0.15935,0.602515,0.436825,0.436825,0.429122,0.15935,0.162326,0.15935,0.429122,0.975058,0.162326,0.865397,0.429122,0.470956,0.747614,0.958354,0.172037,0.747614,0.747614,0.461882,0.470956,0.461882,0.958354,0.461882,0.747614,0.461882,0.982191,0.470956,1.600243,0.461882,0.461882,1.314083,0.172037,0.172037,-0.003814,0.007822,0.001559,-0.02003,0.005592,0.367642,0.635914,0.262418,0.259884,0.275216,0.237911,0.021681,-0.477619,-0.316845,0.395567,0.379783,0.388676,0.411086,-0.140855,0.486372,1.242452,0.088789,0.027759,-0.005969,0.043263,-0.142156,-0.277722,0.054177,0.036609,0.0109,0.004233,0.006226,-0.060439,-0.080269,0.069063,-0.02832,-0.00529,-0.001252,0.008653,0.041269,0.011234,-0.071898,3
0.164677,0.310318,0.728823,5.403244,7.005278,4.868752,6.314126,0.378669,0.353421,3.782907,5.558184,1.520493,1.139202,1.201578,0.433678,1.462522,6.846358,7.591004,14.415624,7.834944,10.675163,0.284788,0.422348,2.272773,1.958762,2.796382,2.904952,0.660918,0.098945,0.208724,0.990328,0.620733,1.515518,1.127985,0.139815,0.219394,0.13245,0.555957,0.423356,1.408372,1.067568,0.168284,-0.326323,0.970216,0.507442,-0.816184,-0.03623,-0.021872,0.984271,0.951016,0.649481,0.761255,0.872616,0.995677,0.982998,0.999962,-0.102766,0.593619,0.939057,-0.431233,0.055992,0.157053,0.983459,0.952242,0.639127,0.993064,0.865639,0.987216,0.992876,0.658026,-0.515541,-0.375896,-0.988216,-0.384176,-0.980521,-0.997422,-0.956911,-0.749031,-0.93996,-0.999238,-0.793995,-0.999125,-0.998814,-0.848314,0.006862,0.005638,0.034732,1.674549,20.001696,27.170476,5.68437,2.99241,3.467524,1.202278,2.86042,9.387898,7.592811,8.334288,9.693822,9.01386,1.111331,3.894792,33.137129,66.627908,13.671425,0.050138,0.080685,0.176149,2.413938,1.518233,0.392753,2.102453,0.010577,0.007729,0.07196,0.4443,0.091715,0.284511,0.650654,0.011113,0.001036,0.034017,0.126178,0.028127,0.73386,1.360384,0.826244,1.111971,1.294671,0.809091,0.500712,0.997685,0.500712,0.191433,0.187176,0.809091,0.500712,0.500712,0.500712,0.187176,0.191433,0.500712,0.500712,1.111971,0.997685,0.500712,0.500712,0.547553,1.629724,0.88286,0.547553,0.547553,1.327146,0.753828,0.547553,1.211,0.547553,0.88286,0.88286,1.081967,0.205593,0.547553,1.211,0.547553,0.88286,0.88286,0.547553,0.205593,-0.007412,-0.019355,0.005438,-0.034105,0.017726,0.863763,1.053272,0.237357,0.296778,0.32018,0.272961,-0.327921,-0.607203,-0.395673,0.537888,0.49433,0.575022,0.238071,-0.389247,1.111365,1.71746,0.066441,0.013641,0.068869,-0.005518,-0.345145,-0.280905,0.133938,0.030678,0.010006,0.023846,-0.029776,-0.155266,-0.067477,0.118332,-0.048499,-0.009419,-0.007985,0.02418,0.08945,-0.006988,-0.174786,3
0.103918,0.22814,0.620506,3.970062,6.978519,3.308115,5.817509,0.172104,0.160729,2.816682,5.351802,1.814653,0.681514,1.304001,1.084019,2.16301,9.261015,7.837278,17.243111,8.608347,12.636475,0.397894,0.81326,2.461683,2.755722,3.010886,3.558745,0.788888,0.209,0.112,0.771529,0.695066,1.19944,1.346564,0.337299,0.281519,0.196165,0.360828,0.297962,1.230007,1.171771,0.306349,-0.825045,0.289017,0.581935,-0.853914,-0.660399,0.911392,0.999338,0.893842,0.900834,0.82969,0.736886,0.998814,0.9828,0.997467,-0.689021,0.198081,0.936393,-0.283264,-0.661586,0.824592,0.996218,0.530459,0.598933,0.993377,0.986955,0.995098,0.999874,0.995632,-0.153087,0.755421,-0.929907,-0.036158,-0.965196,-0.99976,-0.992095,-0.918788,-0.071825,-0.965848,-0.196511,-0.986315,-0.999939,-0.999467,0.004382,0.008178,0.01534,0.866295,14.189491,27.982858,10.000261,1.493095,1.414553,0.456901,3.203653,12.552191,14.610265,17.692852,10.742275,13.726076,2.515467,5.974671,29.681697,76.803595,13.968208,0.067044,0.223826,0.129407,2.335484,1.999253,0.405993,2.697712,0.031735,0.017334,0.01394,0.2594,0.115637,0.179716,0.750869,0.022726,0.000555,0.023615,0.065099,0.038887,0.717481,1.576213,0.500712,1.403087,1.089885,0.809091,1.022267,0.7927,0.490342,0.187176,0.183122,1.541124,0.187176,0.490342,0.183122,0.183122,0.500712,1.117377,0.490342,1.294671,1.117377,1.117377,0.490342,0.88286,0.534955,0.993393,1.437437,0.863064,0.863064,0.738064,0.547553,0.534955,0.863064,1.224607,0.863064,0.534955,0.200622,0.547553,1.37369,0.200622,0.88286,0.534955,0.534955,0.200622,0.015912,0.002375,0.022194,-0.025761,-0.003292,0.640616,1.060009,0.18649,0.212207,0.19159,0.174393,-0.300059,-0.676891,-0.586624,0.5477,0.477047,0.704093,0.363826,-0.582757,0.951821,1.854013,0.073333,0.00898,0.093272,0.081176,-0.32563,-0.343205,0.14176,0.061448,0.020819,0.027202,0.003986,-0.110162,-0.088683,0.092595,-0.062349,-0.0209,-0.003554,0.026039,0.060864,-0.008511,-0.168303,3
0.182542,0.380821,0.830569,3.154308,6.903418,2.922513,4.705033,0.203168,0.155696,1.300413,7.245713,4.687426,3.489342,1.243163,0.767849,2.242561,6.152498,8.141979,16.830439,7.927737,10.846092,0.227474,0.771065,1.193662,3.549506,2.182886,3.943271,1.189367,0.187825,0.309496,0.437275,1.210765,1.079241,1.541158,0.256694,0.023,0.073116,0.384059,0.458105,0.937377,1.209381,0.429035,-0.966745,-0.808927,0.776785,-0.850864,-0.725678,-0.164619,0.703076,0.919191,0.988519,0.955482,0.058335,0.978762,0.952591,0.99909,-0.944536,-0.724012,0.913647,0.473924,-0.574522,0.130589,0.677547,0.96854,0.957271,0.94841,0.998156,0.954322,0.992945,0.734766,0.437657,-0.778753,-0.740277,-0.876577,-0.760447,-0.999065,-0.987642,0.541717,-0.588667,-0.489561,-0.895402,-0.918887,-0.993159,-0.619405,0.017924,0.011172,0.057144,0.468111,7.267504,18.150185,7.278183,2.765979,2.827552,2.217425,0.752115,12.283563,10.614719,6.732669,6.705767,8.852754,7.232996,3.725234,8.371474,55.367613,17.839226,0.003208,0.047153,0.192927,0.744236,2.699031,0.185297,1.4739,0.000369,0.004994,0.022848,0.081118,0.208254,0.09454,0.439079,0.000039,0.00038,0.006368,0.074727,0.029027,0.21242,0.772854,0.444839,0.894778,0.444839,0.992339,0.760393,0.720545,0.444839,0.165427,0.165427,1.132998,0.444839,0.444839,0.444839,0.165427,0.165427,0.444839,0.444839,0.992339,0.444839,0.444839,0.444839,1.068731,0.480433,0.777021,0.179256,0.777021,0.777021,1.098218,1.632112,0.777021,1.37915,0.922806,1.378601,0.777021,0.668913,1.271042,1.203739,0.777021,0.960623,0.777021,0.480433,0.179256,-0.015549,-0.014405,-0.029224,0.008855,-0.092343,0.44479,0.80917,0.262845,0.253124,0.268353,0.264331,0.014326,-0.728304,-0.448439,0.383985,0.443845,0.366435,0.642115,-0.375681,0.316356,1.561583,0.020293,0.012396,0.001217,0.113779,-0.131927,-0.376735,0.011944,0.006487,0.003824,-0.015331,0.037802,-0.045867,-0.11458,0.064971,0.003711,0.000754,-0.002616,-0.003549,0.056177,0.043525,-0.084001,3
0.203696,0.493652,1.225662,5.083708,5.430242,3.293527,5.000726,0.316073,0.311998,2.36735,7.219439,3.216317,2.664613,1.67273,0.469351,0.958872,7.23415,7.252328,15.696594,8.350884,10.190015,0.438511,0.502755,1.851704,2.986367,3.077783,3.35631,0.495013,0.053007,0.168782,0.72005,0.987669,1.541368,1.114638,0.5003,0.307531,0.070589,0.410371,0.297212,1.049391,1.012413,0.18403,-0.177922,0.40434,0.328085,-0.955289,-0.460842,-0.270796,0.982069,-0.068324,0.686847,0.647664,0.577542,0.98053,0.979098,0.991682,0.299787,-0.319328,0.916075,-0.311147,-0.29009,-0.121972,0.956712,0.957734,0.998168,0.999688,0.979712,0.981857,0.964795,0.503265,-0.988925,0.276754,-0.921829,-0.607838,-0.957722,-0.996409,-0.67643,-0.904993,0.302288,-0.930408,-0.751944,-0.991641,-0.939726,0.295227,0.015799,0.023339,0.080215,0.891149,11.995313,16.746747,4.399473,3.180384,3.117099,1.637274,1.652704,11.391156,8.209009,7.183958,7.543064,8.823893,2.165315,4.483798,21.912756,52.751855,10.141462,0.06812,0.075818,0.119844,1.608808,1.799515,0.391129,1.417858,0.001875,0.005925,0.018745,0.230006,0.103734,0.200081,0.242627,0.020734,0.002474,0.006202,0.053075,0.010065,0.371946,0.787041,0.453184,1.291296,0.992339,0.720545,0.444839,0.444839,0.444839,0.168661,0.165427,0.720545,0.444839,0.720545,0.444839,0.165427,0.168661,0.165427,0.444839,1.569365,0.720545,0.444839,0.444839,0.490342,0.480433,0.994275,0.480433,1.098218,0.777021,0.668913,0.681589,0.480433,1.068731,0.480433,0.777021,0.777021,0.179256,0.490342,0.777021,0.480433,0.777021,0.994275,0.480433,0.179256,0.026348,0.007795,0.036071,-0.057295,0.006981,0.62524,0.743926,0.286803,0.266278,0.286579,0.251545,-0.142622,-0.695299,-0.332232,0.376233,0.431201,0.477228,0.357095,-0.432312,0.833258,1.441218,0.0877,0.034258,0.031448,0.073277,-0.247602,-0.305581,0.133582,0.011189,0.006892,0.007902,0.021439,-0.100936,-0.078773,0.103473,-0.058602,-0.015639,-0.00901,0.003788,0.051756,0.008807,-0.114145,3
0.246809,0.29198,0.401507,1.310874,6.770968,5.530881,5.295399,0.332277,0.544344,1.065028,7.072518,4.850962,5.22202,2.507975,0.113023,0.209855,2.287494,5.564025,6.681987,5.999331,4.445147,0.732523,0.074491,0.787,1.59,3.553576,2.133253,1.049674,1.998379,0.219311,0.383211,1.781512,1.653938,1.376123,0.981575,0.471246,0.127869,0.473857,1.090585,1.465301,2.468227,1.001696,0.972572,0.980365,0.695564,-0.7632,-0.300154,-0.162064,0.18889,-0.189571,-0.709248,0.710572,-0.793064,-0.516172,-0.08397,0.933511,-0.185785,-0.592774,0.260805,0.819296,0.965594,0.988735,0.16432,-0.997404,-0.490923,0.228404,0.750481,0.720711,0.337746,0.226125,0.98913,0.011359,-0.892244,0.108023,-0.304035,-0.503987,-0.43782,-0.978725,0.557474,0.225886,0.735551,0.433489,0.640662,0.753685,0.064445,0.060861,0.076532,0.259625,4.131077,7.650588,1.51974,4.748514,4.551922,4.911114,1.366013,1.534387,0.467399,1.025553,0.044957,0.047582,0.330053,0.979068,3.20671,2.125245,1.257704,0.021211,0.000131,0.016495,0.217575,0.019256,0.255181,0.061724,0.117907,0.004322,0.006176,0.07469,0.252096,0.082095,0.026068,0.010665,0.000736,0.008614,0.037055,0.154762,0.042824,0.16737,0.096945,0.432411,0.265146,0.432411,0.265146,1.126692,0.265146,0.096945,0.096945,0.096945,0.265146,0.598713,0.598713,0.432411,0.479841,0.432411,0.265146,0.432411,0.432411,0.265146,0.714028,0.623083,0.669799,0.742296,0.663446,0.623083,0.450137,0.616789,0.623083,0.924656,0.840511,0.273286,0.276122,0.276122,0.445558,0.450137,0.350104,0.570451,0.40978,0.450137,0.450137,0.39361,0.009572,0.027031,0.037055,0.024845,0.044674,0.177082,0.418643,0.223456,0.239648,0.253566,0.237957,0.198725,-0.198152,0.081105,0.020282,0.021791,0.015457,0.018498,0.180018,-0.298526,-0.005604,-0.064228,0.00358,-0.00168,-0.005376,0.071541,0.023335,-0.0911,0.164873,-0.014764,-0.013558,-0.001593,0.016545,0.093002,-0.032501,-0.041626,0.004193,-0.003743,0.005452,-0.029222,0.071423,-0.034643,0
0.147647,0.122401,0.169965,1.807823,8.15499,7.513361,5.630746,0.171768,0.220336,1.611888,6.353123,3.330639,3.600471,3.009723,0.09644,0.215457,1.970511,5.625586,5.718499,8.879746,7.931584,0.373221,0.050475,0.989311,1.227575,3.274791,2.85013,1.526897,0.751147,0.217623,0.707491,1.713558,1.695291,1.222497,0.764347,0.19704,0.050582,0.295872,1.031317,1.662272,2.558412,1.386218,0.960532,0.186898,0.509125,-0.80929,0.416772,0.361918,0.237712,-0.298117,0.766677,-0.655664,-0.944396,-0.072149,-0.048108,0.837075,-0.436622,-0.250675,-0.42416,0.829623,0.86587,0.855319,-0.003884,-0.998406,-0.514702,0.613517,0.245283,0.81016,0.568872,0.434424,0.965832,-0.657114,-0.73966,-0.502543,-0.101875,-0.541822,-0.221896,-0.970817,0.890136,0.056866,0.712279,0.465994,0.367437,0.736005,0.02055,0.017012,0.012222,0.188217,5.580483,9.551941,1.698165,5.106448,5.194739,5.283725,0.922529,0.597818,0.62743,1.145856,0.00305,0.004211,0.137148,0.757473,4.480357,2.253172,1.339333,0.00677,0.000086,0.044272,0.22087,0.118775,0.256286,0.08476,0.020293,0.003504,0.021451,0.097384,0.151428,0.080544,0.06796,0.001579,0.000082,0.005488,0.018199,0.184817,0.153863,0.154613,0.689691,0.104419,0.682917,0.459613,0.776672,0.285033,0.459613,0.104419,0.104419,0.405559,0.671779,0.865579,0.464517,0.281993,0.285033,0.464517,0.931499,0.281993,0.464517,0.285033,0.636102,0.485336,1.028198,0.294598,0.297945,0.664017,0.479941,0.684138,0.573524,0.664017,0.664017,0.61345,0.479941,0.294598,1.177902,0.671421,1.506715,0.606874,0.671421,0.479941,0.479941,0.294598,0.007314,0.019714,0.013419,0.010049,0.007596,0.188645,0.534482,0.255508,0.269465,0.260347,0.281831,0.110773,-0.128069,0.163275,0.000648,-0.008234,-0.008124,-0.021216,0.082988,-0.345073,0.141565,-0.036182,0.002238,-0.000849,0.003382,0.086681,-0.038803,-0.096081,0.068019,-0.007541,-0.003526,-0.027571,0.048814,0.077179,-0.034363,-0.018288,-0.00089,-0.000077,-0.006476,-0.011184,0.081397,-0.083734,0
