@relation '???1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,1'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric
@attribute A59 numeric
@attribute A60 numeric
@attribute A61 numeric
@attribute A62 numeric
@attribute A63 numeric
@attribute A64 numeric
@attribute A65 numeric
@attribute A66 numeric
@attribute A67 numeric
@attribute A68 numeric
@attribute A69 numeric
@attribute A70 numeric
@attribute A71 numeric
@attribute A72 numeric
@attribute A73 numeric
@attribute A74 numeric
@attribute A75 numeric
@attribute A76 numeric
@attribute A77 numeric
@attribute A78 numeric
@attribute A79 numeric
@attribute A80 numeric
@attribute A81 numeric
@attribute A82 numeric
@attribute A83 numeric
@attribute A84 numeric
@attribute A85 numeric
@attribute A86 numeric
@attribute A87 numeric
@attribute A88 numeric
@attribute A89 numeric
@attribute A90 numeric
@attribute A91 numeric
@attribute A92 numeric
@attribute A93 numeric
@attribute A94 numeric
@attribute A95 numeric
@attribute A96 numeric
@attribute A97 numeric
@attribute A98 numeric
@attribute A99 numeric
@attribute A100 numeric
@attribute A101 numeric
@attribute A102 numeric
@attribute A103 numeric
@attribute A104 numeric
@attribute A105 numeric
@attribute A106 numeric
@attribute A107 numeric
@attribute A108 numeric
@attribute A109 numeric
@attribute A110 numeric
@attribute A111 numeric
@attribute A112 numeric
@attribute A113 numeric
@attribute A114 numeric
@attribute A115 numeric
@attribute A116 numeric
@attribute A117 numeric
@attribute A118 numeric
@attribute A119 numeric
@attribute A120 numeric
@attribute A121 numeric
@attribute A122 numeric
@attribute A123 numeric
@attribute A124 numeric
@attribute A125 numeric
@attribute A126 numeric
@attribute A127 numeric
@attribute A128 numeric
@attribute A129 numeric
@attribute A130 numeric
@attribute A131 numeric
@attribute A132 numeric
@attribute A133 numeric
@attribute A134 numeric
@attribute A135 numeric
@attribute A136 numeric
@attribute A137 numeric
@attribute A138 numeric
@attribute A139 numeric
@attribute A140 numeric
@attribute A141 numeric
@attribute A142 numeric
@attribute A143 numeric
@attribute A144 numeric
@attribute A145 numeric
@attribute A146 numeric
@attribute A147 numeric
@attribute A148 numeric
@attribute A149 numeric
@attribute A150 numeric
@attribute A151 numeric
@attribute A152 numeric
@attribute A153 numeric
@attribute A154 numeric
@attribute A155 numeric
@attribute A156 numeric
@attribute A157 numeric
@attribute A158 numeric
@attribute A159 numeric
@attribute A160 numeric
@attribute A161 numeric
@attribute A162 numeric
@attribute A163 numeric
@attribute A164 numeric
@attribute A165 numeric
@attribute A166 numeric
@attribute A167 numeric
@attribute A168 numeric
@attribute A169 numeric
@attribute A170 numeric
@attribute A171 numeric
@attribute A172 numeric
@attribute A173 numeric
@attribute A174 numeric
@attribute A175 numeric
@attribute A176 numeric
@attribute A177 numeric
@attribute A178 numeric
@attribute A179 numeric
@attribute A180 numeric
@attribute A181 numeric
@attribute A182 numeric
@attribute A183 numeric
@attribute A184 numeric
@attribute A185 numeric
@attribute A186 numeric
@attribute A187 numeric
@attribute A188 numeric
@attribute A189 numeric
@attribute A190 numeric
@attribute A191 numeric
@attribute A192 numeric
@attribute A193 numeric
@attribute A194 numeric
@attribute A195 numeric
@attribute A196 numeric
@attribute A197 numeric
@attribute A198 numeric
@attribute A199 numeric
@attribute A200 numeric
@attribute A201 numeric
@attribute A202 numeric
@attribute A203 numeric
@attribute A204 numeric
@attribute A205 numeric
@attribute A206 numeric
@attribute A207 numeric
@attribute A208 numeric
@attribute A209 numeric
@attribute A210 numeric
@attribute type0 {0,3}

@data
1.715831,4.23595,3.60132,8.114226,3.262102,6.019568,2.707974,1.944453,3.679169,1.801426,1.233363,0.57099,1.036091,1.59495,2.559886,2.156866,7.946557,4.738672,6.60619,4.267065,0.546729,0.518692,0.892337,0.974156,2.060681,0.758508,1.177526,0.748372,0.753876,0.513545,1.534019,0.786475,0.665592,0.598237,0.239902,0.397273,1.647037,1.381992,1.347271,1.838125,0.542409,0.242757,0.448334,0.994061,0.026981,0.958792,0.457618,-0.818615,-0.959695,0.17968,-0.046249,0.634878,0.743178,0.426384,0.935914,-0.269542,0.957172,-0.001916,-0.749082,0.533485,-0.564926,-0.576668,0.529068,0.891515,-0.10675,0.783119,0.786434,-0.289336,0.96851,0.999258,-0.768933,-0.945967,0.429903,-0.867042,-0.584123,0.682196,-0.934952,-0.396145,0.42083,0.89717,-0.376491,0.945458,0.841529,-0.921698,3.442872,0.554539,0.882929,7.449653,22.562782,7.382448,0.356716,7.526653,1.828684,0.165087,0.051127,0.064499,0.341169,1.486734,0.814708,0.506617,6.299157,30.247721,21.208145,3.22521,0.490838,0.015292,0.224898,0.314199,0.104975,0.977436,0.505052,0.044634,0.301575,0.545897,0.066518,0.173223,0.132686,0.006203,0.056562,0.124,0.046916,1.110341,1.087944,0.079368,0.23793,0.247671,0.762006,0.470956,0.879506,0.64505,0.470956,0.470956,1.028992,0.470956,0.175565,1.35604,0.926428,0.943188,0.470956,0.172037,0.470956,1.048452,0.470956,0.461882,0.175565,0.470956,0.461882,0.826244,0.96698,0.826244,0.500712,0.511578,0.191433,0.809091,0.191433,0.511578,0.708597,0.809091,0.708597,0.826244,0.500712,1.157869,0.826244,0.826244,0.809091,0.826244,0.511578,0.187176,0.111996,0.390243,0.117071,-0.193838,0.474573,0.942371,0.400586,0.478381,0.510229,0.202031,-0.078042,-0.04894,0.059637,0.053412,0.260521,0.197362,-0.095703,0.293258,1.096797,0.784481,0.156949,0.004582,0.002262,-0.089059,-0.132029,0.052032,0.210985,0.124393,-0.029556,-0.087275,-0.158,-0.048919,0.099022,0.066924,-0.007255,-0.03941,-0.080584,0.008434,0.201664,0.220945,0.008288,-0.100578,0
1.823097,4.173835,5.308477,8.333883,4.680998,7.299293,2.528846,2.586892,5.066117,2.288417,2.521354,2.051054,1.433104,2.223098,2.901031,3.284668,9.514054,4.316057,8.805853,4.005258,1.894157,0.440424,0.73143,1.364258,2.129412,0.797933,1.686659,0.908393,0.986779,1.079643,1.925567,0.808436,1.433446,0.48159,0.16734,0.600977,1.964553,1.097967,2.113346,1.818438,0.411288,0.570267,0.671078,0.99739,0.913769,0.923397,0.769126,-0.484354,-0.942917,0.275802,-0.357146,0.786586,0.397854,0.755688,0.860952,-0.830227,0.887617,-0.339371,0.502722,0.715601,0.986084,0.026369,0.968465,0.666913,-0.57904,0.778532,-0.287374,0.225576,0.775871,-0.917243,-0.896123,-0.930414,0.160971,-0.936066,0.037078,-0.383853,-0.983346,-0.267172,0.833505,0.743394,0.604065,0.981607,0.284558,0.974282,3.803124,0.533778,1.420105,16.340668,29.844202,6.081768,0.389435,8.06156,0.871303,0.484806,0.565692,0.313046,0.167682,1.258813,0.758803,1.056548,13.310147,42.761855,17.853658,1.536041,0.223164,0.042716,0.265611,0.175535,0.395099,1.420198,0.359804,0.064179,0.471841,0.568793,0.068279,0.387262,0.028497,0.264481,0.296024,0.075631,0.238656,1.67758,0.789564,0.173225,0.586264,0.275468,0.500712,0.809091,1.089885,0.490342,0.809091,0.500712,1.089885,0.500712,0.500712,1.089885,0.7927,0.187176,1.111971,0.490342,0.500712,1.111971,0.183122,0.490342,0.187176,1.111971,0.490342,0.88286,0.547553,0.863064,0.863064,0.547553,0.205593,1.059487,0.753828,0.547553,0.863064,0.863064,0.88286,0.88286,0.200622,0.88286,0.547553,0.534955,0.863064,0.88286,0.547553,0.534955,0.147621,0.435623,0.089626,-0.133846,0.816677,1.11826,0.309125,0.501669,0.583606,0.096872,-0.192915,0.198443,0.097639,-0.040347,0.288463,0.196457,-0.121691,0.548807,1.380587,0.715701,-0.033877,-0.026196,-0.012672,-0.099911,-0.117172,0.135212,0.265308,0.096695,-0.013975,-0.131966,-0.176069,0.035591,0.157779,-0.005654,-0.107931,-0.009721,-0.076947,0.063509,0.280068,0.185093,-0.091871,-0.157014,0
2.386306,6.090658,4.25212,9.834289,4.684853,8.042145,4.344586,1.518873,3.792785,2.766105,1.598556,1.151222,3.564355,2.534015,3.322997,3.299493,7.423865,5.706119,6.42472,5.628615,1.235618,0.381236,1.057609,0.940744,2.473319,1.134654,1.776218,1.298895,0.862154,0.614629,1.35962,0.627679,0.730918,0.548088,0.09973,0.836071,1.784796,2.389748,1.362554,2.74242,1.057577,0.578173,0.026167,0.960806,0.539374,-0.97082,-0.590434,-0.997685,-0.993413,-0.315027,0.433548,-0.17911,0.81955,-0.066103,0.899586,-0.543636,0.940011,0.650056,-0.908873,-0.919823,-0.742464,-0.875585,0.636046,0.479195,0.344753,0.618622,0.633983,-0.495164,0.906436,0.859747,-0.215604,-0.90022,0.386404,-0.690233,-0.644334,0.636045,-0.938771,0.752954,0.093858,0.961767,0.11867,0.983278,0.902184,-0.631183,10.505616,4.960995,1.618837,5.620973,31.819688,14.511165,0.800715,4.546904,0.797333,0.920427,4.248528,5.532507,1.557686,0.280701,2.835426,0.726699,2.826634,25.165142,21.528564,3.257746,0.216343,0.035717,0.224268,0.446632,0.094351,1.394676,0.699884,0.04254,0.164992,0.517496,0.144362,0.049296,0.005203,0.101573,0.219216,0.19195,0.09381,0.978518,1.934576,0.162082,0.542551,0.521457,0.461882,0.926428,0.958354,0.461882,0.461882,0.172037,1.028992,0.747614,0.172037,0.461882,0.172037,0.461882,0.982191,0.747614,0.747614,1.028992,0.461882,0.747614,0.461882,0.747614,0.747614,0.809091,0.187176,0.809091,0.187176,1.242452,0.840263,1.270426,0.500712,0.809091,0.187176,1.111971,1.294671,1.319947,0.183122,1.404665,1.111971,0.809091,0.500712,0.500712,0.809091,0.183122,0.283809,0.586631,0.462722,-0.222403,0.307488,1.136151,0.613984,0.284415,0.412475,0.141594,-0.174023,-0.336808,-0.432589,-0.214986,0.250044,0.381226,-0.109103,0.148579,0.950476,0.865327,0.106779,-0.051664,0.000352,-0.077119,-0.156513,0.033518,0.252139,0.150333,-0.032005,-0.046214,-0.156236,-0.067867,0.054817,0.013697,-0.060612,0.017188,-0.089054,-0.08359,0.191925,0.296109,0.043009,-0.158089,0
2.242282,5.198855,4.925753,10.424393,5.112162,8.047995,3.399444,0.993604,4.322798,3.968657,0.890297,0.922549,3.103134,2.494163,2.868449,2.721385,8.079439,8.318082,8.021523,7.633249,1.533838,0.224782,0.873086,0.743131,2.623704,1.489295,1.904259,1.433686,0.46909,0.398282,1.321034,0.673596,1.187674,0.697734,0.101149,0.383852,1.501796,2.288977,1.402373,2.769431,0.992685,0.462617,-0.074232,0.952833,0.779463,-0.706562,-0.328514,-0.981733,-0.974617,-0.780466,0.325127,-0.326248,0.869352,0.144684,0.93429,-0.414232,0.680561,0.588477,-0.834293,-0.920534,-0.923075,-0.854929,0.607465,0.017113,-0.275803,0.263665,0.389105,-0.6492,0.79771,-0.584122,-0.649711,-0.963059,0.015543,-0.718684,-0.768194,0.600448,-0.945739,0.747,0.520745,0.967433,0.360779,0.985336,0.961165,0.816157,7.228394,4.661564,1.758138,4.065122,29.567541,11.647387,0.512745,7.061911,2.062215,0.994586,4.452448,4.451835,1.185953,0.32568,1.791066,0.421069,3.097597,35.592324,36.239881,5.481182,0.172782,0.085626,0.277379,0.610405,0.048507,1.435552,0.81758,0.058314,0.208246,0.353785,0.045375,0.13493,0.010956,0.245479,0.396499,0.141133,0.052998,1.032767,2.056394,0.183565,0.547913,0.581663,0.179256,0.777021,1.654078,0.480433,0.777021,0.179256,1.247131,0.480433,0.777021,1.397057,0.179256,0.668913,0.480433,0.777021,0.480433,1.355239,0.777021,0.960623,0.777021,0.777021,1.068731,0.522978,0.522978,0.522978,0.844214,0.844214,0.522978,1.34624,0.522978,0.522978,0.522978,1.179277,1.480234,0.522978,0.195909,1.179277,1.159199,0.522978,1.179277,0.522978,0.844214,0.195909,0.254523,0.45742,0.502035,-0.263843,0.216371,1.169813,0.518424,0.388718,0.490108,0.283608,-0.20337,-0.369659,-0.378828,-0.203495,0.286861,0.295673,-0.112598,0.081098,1.147357,1.192664,0.123411,-0.072838,-0.034703,-0.077316,-0.179592,-0.016005,0.270548,0.176389,-0.048448,-0.070454,-0.128473,-0.042979,0.093799,0.016431,-0.104733,-0.02113,-0.074596,-0.059901,0.193574,0.319918,0.041039,-0.166523,0
0.160407,0.514392,0.387261,0.358548,0.456764,1.465099,0.960452,0.858596,1.708136,1.440965,0.27911,0.705759,1.660423,1.330971,1.951929,3.420051,4.010156,0.607863,1.904337,2.852422,1.259469,1.133444,0.623555,1.080326,1.055151,0.536201,0.456223,0.506574,0.073225,0.116281,0.166162,0.186024,0.134647,0.289551,0.125357,0.125127,0.227419,0.164974,0.248055,0.282432,0.342989,0.426776,-0.471833,-0.962941,-0.9505,0.314787,-0.488148,-0.998338,-0.997218,-0.586729,0.985264,0.96458,-0.515775,0.469547,0.987869,0.993897,0.833498,-0.914671,-0.997959,-0.961681,-0.996991,-0.982347,-0.982911,0.989583,0.135394,0.849593,-0.891998,-0.429534,-0.905728,-0.96003,0.977646,0.529567,-0.935631,-0.933733,-0.987843,-0.998047,-0.999542,0.937518,-0.768374,-0.936885,0.972212,0.327427,0.879692,0.951128,0.453168,0.675872,1.062057,1.486168,1.632358,0.771855,0.07023,2.812142,0.968972,0.06051,0.053143,0.00699,0.328586,1.88885,1.90315,2.956368,11.950154,20.204519,15.309684,7.365331,2.652611,0.120935,0.597158,0.317858,0.015397,0.238733,0.248113,0.057233,0.012802,0.012149,0.002547,0.002742,0.011746,0.000943,0.00963,0.004509,0.001505,0.019483,0.0646,0.156734,0.148882,0.032548,0.172037,0.168661,0.168661,0.172037,0.453184,0.168661,0.733805,0.172037,0.168661,0.733805,0.747614,1.010303,0.453184,0.633805,0.461882,0.453184,0.453184,0.172037,0.168661,0.168661,0.453184,0.500712,0.490342,0.825724,0.809091,1.301558,0.490342,0.490342,0.187176,0.490342,0.7927,0.500712,0.7927,0.490342,0.7927,0.809091,0.183122,0.183122,0.500712,0.681589,0.490342,0.490342,0.082978,0.110134,0.117275,0.180311,0.178909,0.22681,0.142661,0.311203,0.276785,0.166934,0.00475,-0.048065,-0.017574,0.078148,0.381065,0.192666,0.153712,0.638261,0.728297,0.652607,0.411615,0.025284,-0.044507,-0.158468,-0.101784,0.013268,0.093133,0.093252,-0.01316,-0.018296,-0.023359,-0.002535,-0.003906,-0.025515,-0.002061,0.018667,0.013183,-0.004505,-0.026193,-0.036838,-0.070621,-0.073329,3
0.25757,0.082881,0.392883,0.224302,0.781333,0.923667,0.224939,1.210443,1.552175,0.851329,0.275625,1.105978,1.704946,1.006789,0.762277,2.084339,1.853638,0.861292,2.589794,1.876753,0.285436,0.559262,0.323178,0.931184,0.805574,0.230931,0.510663,0.365412,0.080036,0.096121,0.133225,0.138206,0.09376,0.146842,0.027127,0.250871,0.133403,0.191965,0.220605,0.131562,0.399859,0.295249,-0.833458,-0.20045,-0.834726,-0.286723,-0.998492,-0.984904,-0.854837,0.419868,0.276011,0.930995,0.601122,0.981174,0.990114,0.987674,-0.849989,-0.99236,-0.978078,-0.935112,-0.98378,-0.954473,-0.770057,0.979573,0.954467,0.817208,-0.899745,-0.816809,-0.950336,-0.619687,0.992137,-0.284345,-0.995423,-0.997545,-0.742285,-0.99991,-0.999937,0.947581,-0.547517,-0.760497,0.927931,0.977605,0.949236,0.610912,0.603483,0.707005,0.89915,1.178296,0.835288,0.224263,0.035413,1.524717,0.259611,0.037928,0.090131,0.013247,0.642198,2.285721,4.598018,8.162626,15.300989,18.56178,12.324548,5.485608,3.283328,0.15278,0.272021,0.052206,0.084329,0.266474,0.145597,0.021575,0.00538,0.00669,0.001401,0.001136,0.004503,0.000446,0.001186,0.00114,0.015323,0.045231,0.107815,0.140263,0.059602,0.004336,0.172037,0.172037,0.172037,0.172037,0.785152,0.461882,0.461882,0.172037,0.172037,0.926428,0.747614,0.958354,0.172037,0.172037,0.172037,0.172037,0.172037,0.172037,0.172037,0.461882,0.172037,0.187176,0.809091,0.500712,0.997685,0.500712,0.187176,0.500712,0.187176,0.500712,0.809091,0.500712,0.500712,0.73038,0.809091,0.809091,0.187176,0.187176,0.187176,0.500712,0.187176,0.809091,0.096535,0.131103,0.131364,0.147461,0.18493,0.159313,0.063824,0.287287,0.206615,0.077307,-0.041056,-0.057386,-0.009794,0.127012,0.333524,0.31349,0.444698,0.64456,0.734493,0.576299,0.338096,-0.015515,-0.066538,-0.106608,-0.042015,0.055373,0.100949,0.067159,-0.007372,-0.011357,-0.018508,-0.000298,-0.003594,-0.016353,0.000696,0.023858,-0.005169,-0.021656,-0.033463,-0.057047,-0.07056,-0.043473,3
0.346837,0.424658,0.313973,0.292037,0.858931,1.280092,0.486753,1.323878,1.717804,1.07906,0.295911,1.338524,1.943721,1.089231,1.306075,2.654324,1.599127,0.782415,2.718841,2.266685,0.350005,0.694926,0.292442,0.932421,1.025297,0.347604,0.54748,0.38422,0.078439,0.129548,0.161272,0.094331,0.058477,0.063156,0.020843,0.139388,0.183773,0.174746,0.189186,0.098552,0.322157,0.277507,-0.78206,-0.969546,-0.894856,-0.372283,-0.988517,-0.997146,-0.982926,0.969645,0.978453,0.953736,0.817897,0.977291,0.977467,0.927186,-0.69199,-0.997598,-0.985444,-0.826705,-0.994699,-0.960953,-0.844413,0.97949,0.667579,0.817226,-0.901312,-0.539959,-0.825119,0.838366,0.972837,-0.081387,-0.981878,-0.992914,-0.930171,-0.997056,-0.998384,0.958538,-0.793069,-0.894738,0.930037,0.724404,0.781328,-0.867802,0.764092,1.07352,1.504715,1.901426,1.539753,0.476424,0.058384,1.193287,0.094556,0.241974,0.553205,0.161639,0.266711,1.687803,3.417071,7.384116,14.835394,19.044524,13.94652,5.986886,3.213616,0.187935,0.376432,0.122385,0.056247,0.313456,0.200203,0.038481,0.005717,0.005065,0.000847,0.000431,0.00027,0.000745,0.001192,0.000646,0.012498,0.044838,0.098604,0.141153,0.085432,0.01716,0.470956,0.172037,0.172037,0.172037,0.64505,0.172037,0.747614,0.175565,0.172037,0.747614,0.461882,0.747614,0.172037,0.785152,0.470956,0.172037,0.172037,0.172037,0.172037,0.461882,0.172037,0.191433,0.500712,0.500712,0.997685,0.997685,0.187176,0.500712,0.191433,0.809091,1.111971,1.319947,1.111971,0.809091,0.187176,0.511578,0.187176,0.187176,0.187176,0.694805,0.187176,0.500712,0.150448,0.12227,0.173142,0.192104,0.228543,0.21898,0.100506,0.27695,0.185174,0.041749,-0.091886,-0.13438,-0.081817,0.081943,0.333568,0.221028,0.448078,0.624126,0.738044,0.631867,0.34574,-0.002332,-0.073021,-0.121618,-0.067498,0.042452,0.112402,0.078801,-0.007195,-0.011999,-0.016928,0.005468,0.004694,-0.003413,0.006294,0.008317,-0.002136,-0.018561,-0.035844,-0.052641,-0.069504,-0.053055,3
1.240671,0.619043,0.353037,0.428321,1.105106,0.953359,0.19075,1.375219,2.074093,1.130593,0.478836,1.49914,1.798641,0.958263,1.538017,3.546723,2.092684,1.395001,2.517854,1.286882,0.260323,0.802924,0.479264,1.33904,0.856122,0.191794,0.42518,0.294512,0.259198,0.198155,0.181588,0.090914,0.057026,0.03868,0.027031,0.191756,0.077269,0.206249,0.233007,0.158739,0.348705,0.221703,-0.976229,-0.484365,0.248074,-0.044216,-0.995499,-0.977287,-0.924517,0.488253,0.454536,-0.238018,-0.090814,0.964838,0.995637,0.971998,-0.523147,-0.999251,-0.999295,-0.989726,-0.974746,-0.958256,-0.987104,0.980054,0.805779,0.769745,-0.911044,-0.910032,-0.586614,0.985335,0.995725,-0.152193,-0.96717,-0.98995,-0.95514,-0.999831,-0.999388,0.992055,-0.584486,-0.585635,0.958665,0.955337,0.597588,-0.979513,0.510195,1.221062,1.393514,1.62992,1.103948,0.268581,0.04987,1.644872,0.156366,0.26879,0.473722,0.043933,0.518159,2.054862,2.736845,7.063445,17.221942,19.524318,11.453319,5.561195,3.885557,0.288729,0.509765,0.0857,0.12982,0.2867,0.142363,0.032452,0.005217,0.008341,0.001733,0.000495,0.00014,0.000886,0.000718,0.004638,0.018177,0.04412,0.110551,0.133255,0.052429,0.005841,0.470956,0.461882,0.461882,0.656743,0.175565,0.461882,0.461882,0.656743,0.172037,1.248717,0.470956,1.583238,0.172037,0.172037,0.470956,0.172037,0.172037,0.175565,0.175565,0.172037,0.172037,0.191433,0.500712,0.840263,1.017405,0.708597,0.187176,0.500712,0.511578,0.809091,1.294671,0.511578,1.135052,0.500712,0.187176,0.511578,0.187176,0.500712,0.191433,0.708597,0.187176,0.500712,0.057335,0.091987,0.209276,0.168638,0.228034,0.181194,0.064632,0.294445,0.224771,0.05419,-0.104685,-0.128524,-0.044134,0.11879,0.369567,0.161272,0.424395,0.72307,0.762349,0.529558,0.351539,-0.013717,-0.087997,-0.148235,-0.052951,0.078564,0.099096,0.064391,0.016892,-0.013546,-0.022229,0.008448,0.002428,-0.000861,0.006803,0.009252,-0.0119,-0.023891,-0.031695,-0.061279,-0.067711,-0.038731,3
0.881011,0.923939,0.342706,0.556241,1.401615,0.897669,0.199854,1.774151,1.860787,0.635026,0.491113,1.622525,1.711451,0.705703,0.933111,2.812752,2.956891,2.173323,3.153702,1.065244,0.15052,0.705434,0.408089,1.279315,0.903591,0.282844,0.553633,0.360809,0.242346,0.168365,0.258337,0.080868,0.043157,0.065073,0.015271,0.248653,0.185734,0.219968,0.238488,0.260193,0.412006,0.183071,-0.996886,-0.999657,-0.996038,-0.985534,-0.996553,-0.953878,0.541564,0.494915,0.927505,0.987231,0.978958,0.969791,0.994146,0.967787,-0.435998,-0.930763,-0.975418,-0.971634,-0.947918,-0.938244,0.322468,0.953242,0.703711,0.96421,0.966566,0.947693,0.983119,0.507975,0.998845,0.053252,-0.98702,-0.989091,-0.972909,-0.995277,-0.990937,0.942925,-0.643831,-0.921384,-0.923621,-0.994883,-0.995736,-0.61855,0.529994,1.385773,2.270339,2.115161,0.977945,0.1639,0.042949,1.376528,0.105048,0.1769,0.223681,0.017904,0.922899,2.371249,3.167779,6.403084,16.772863,18.840363,9.774212,4.046208,3.131419,0.202854,0.406321,0.067506,0.135259,0.272323,0.090179,0.005111,0.014318,0.020855,0.001629,0.003887,0.004642,0.001498,0.00039,0.000586,0.016847,0.057755,0.12796,0.13398,0.033873,0.001467,0.453184,0.168661,0.168661,0.165427,0.168661,0.453184,0.444839,0.453184,0.453184,0.453184,0.444839,1.010303,1.105867,0.165427,0.453184,0.168661,0.168661,0.622984,0.168661,0.168661,0.165427,0.183122,0.490342,1.406401,0.777021,0.490342,0.183122,0.777021,0.7927,0.490342,0.7927,0.777021,0.490342,0.490342,0.480433,0.490342,0.681589,0.183122,0.179256,0.490342,0.490342,1.068731,0.079095,0.095614,0.198643,0.237422,0.249882,0.160126,0.037444,0.276347,0.215071,0.013558,-0.072949,-0.092922,-0.005923,0.154934,0.359342,0.224883,0.375197,0.658933,0.772359,0.453621,0.285019,-0.015311,-0.070629,-0.130209,-0.050845,0.078112,0.097408,0.049401,0.007994,-0.022623,-0.02993,-0.002294,0.012656,0.012499,0.005608,0.018463,-0.000509,-0.024114,-0.035001,-0.064639,-0.068658,-0.02743,3
0.099427,0.297444,0.215632,0.413043,0.374698,0.59785,0.128803,0.769345,1.572986,1.318947,0.468413,0.928287,1.831741,1.057697,0.382775,1.056828,0.215688,0.48957,0.678261,1.096991,0.482128,0.281067,0.120226,0.139418,0.382167,0.485731,0.178401,0.283597,0.086216,0.10093,0.107553,0.116734,0.062038,0.045534,0.040389,0.057291,0.099186,0.095747,0.072049,0.080853,0.16094,0.098467,-0.644008,-0.994359,-0.862705,-0.727929,-0.861482,-0.948986,-0.929978,0.913558,0.916158,0.499743,0.885771,0.985069,0.991669,0.913744,-0.802756,-0.938175,-0.644677,-0.502834,-0.83933,-0.975834,-0.975911,0.510785,-0.042529,0.019191,0.62029,0.149239,-0.02602,0.425197,0.776033,-0.072425,-0.459978,-0.768474,-0.896931,-0.903853,-0.940229,0.919231,-0.109254,-0.887501,-0.923067,-0.067739,0.216669,-0.649626,0.146652,0.197829,0.278964,0.411479,0.474549,0.28946,0.160439,1.178204,0.417263,0.017261,0.054485,0.0271,0.144947,0.860753,2.949256,3.886175,4.892887,5.399639,5.459477,4.211891,3.045456,0.015498,0.031615,0.021413,0.003618,0.013421,0.029967,0.006825,0.000152,0.000903,0.001533,0.000264,0.000154,0.000228,0.000212,0.000025,0.000853,0.003669,0.007173,0.011757,0.007765,0.001415,0.097941,0.097941,0.097941,0.097941,0.2678,0.2678,0.097941,0.097941,0.097941,0.2678,0.651128,0.436698,0.097941,0.386065,0.097941,0.097941,0.097941,0.097941,0.097941,0.097941,0.097941,0.279024,0.279024,0.279024,0.279024,0.454821,0.401488,0.276122,0.629519,0.279024,0.629519,0.93335,1.399601,0.749752,0.276122,0.629519,0.454821,0.454821,0.279024,0.401488,0.102158,0.397506,0.037524,0.041241,0.049513,0.063931,0.072378,0.086998,0.053925,0.13272,0.128427,0.077836,0.002174,-0.033602,-0.025665,0.042059,0.183296,0.188318,0.226885,0.249751,0.250851,0.278204,0.220831,-0.007086,-0.011981,-0.023338,-0.018867,-0.010365,0.017013,0.021888,0.004599,-0.002759,-0.005163,0.001146,-0.003423,0.001513,0.003051,0.003058,-0.00088,-0.002778,-0.009873,-0.00788,-0.01367,-0.010656,3
